leaid	FIPST	STNAME	LEANAME07	CDID07	CDAREA07
2003210	20	Kansas	NORTH LYON COUNTY	2002	29.419440939
2003210	20	Kansas	NORTH LYON COUNTY	2001	396.49194282
2003240	20	Kansas	MILL CREEK VALLEY	2002	3.0425627455
2003240	20	Kansas	MILL CREEK VALLEY	2001	390.25153978
2003270	20	Kansas	NORTHERN VALLEY	2001	260.69902139
2003300	20	Kansas	LABETTE COUNTY	2002	497.03482912
2003360	20	Kansas	ANDOVER	2004	47.270294303
2003390	20	Kansas	ANTHONY-HARPER	2004	595.53160594
2003430	20	Kansas	ARGONIA PUBLIC SCHOOLS	2004	176.4994359
2003450	20	Kansas	ARKANSAS CITY	2004	186.48368023
2003480	20	Kansas	NORTHEAST	2002	99.008983053
2003510	20	Kansas	ASHLAND	2001	665.78842759
2003540	20	Kansas	ATCHISON PUBLIC SCHOOLS	2002	56.415719687
2003570	20	Kansas	ATTICA	2004	128.21028669
2003630	20	Kansas	AUGUSTA	2004	78.701104793
2003660	20	Kansas	AXTELL	2001	221.8205177
2003690	20	Kansas	B & B	2002	18.009159116
2003690	20	Kansas	B & B	2001	91.372052689
2003720	20	Kansas	BALDWIN CITY	2003	34.379036891
2003720	20	Kansas	BALDWIN CITY	2002	104.64199718
2003780	20	Kansas	BASEHOR-LINWOOD	2002	87.51857499
2003810	20	Kansas	BAXTER SPRINGS	2002	27.48382811
2003870	20	Kansas	BELOIT	2001	430.69037154
2003900	20	Kansas	BELLE PLAINE	2004	85.608211312
2003960	20	Kansas	TWIN VALLEY	2001	269.46039248
2004020	20	Kansas	OTIS-BISON	2001	338.53713569
2004050	20	Kansas	BONNER SPRINGS	2002	4.6617729503
2004050	20	Kansas	BONNER SPRINGS	2003	33.951609042
2004080	20	Kansas	BREWSTER	2001	376.37918322
2004140	20	Kansas	BUCKLIN	2001	366.99572817
2004170	20	Kansas	ALTOONA-MIDWAY	2002	188.18673214
2004200	20	Kansas	BUHLER	2004	26.306629606
2004200	20	Kansas	BUHLER	2001	110.45014765
2004230	20	Kansas	CENTRAL	2004	349.30859525
2004260	20	Kansas	BURLINGAME PUBLIC SCHOOL	2002	74.593619739
2004290	20	Kansas	BURLINGTON	2002	155.34822748
2004350	20	Kansas	BURRTON	2001	9.1622219871
2004350	20	Kansas	BURRTON	2004	85.68408039
2004380	20	Kansas	CALDWELL	2004	189.79813806
2004410	20	Kansas	CANEY VALLEY	2004	158.51676533
2004440	20	Kansas	CANTON-GALVA	2001	148.67269231
2004470	20	Kansas	WACONDA	2001	394.4573276
2004500	20	Kansas	CEDAR VALE	2004	251.07109531
2004560	20	Kansas	VERMILLION	2002	161.25274712
2004560	20	Kansas	VERMILLION	2001	239.56146631
2004590	20	Kansas	CHANUTE PUBLIC SCHOOLS	2002	128.38786782
2004620	20	Kansas	CHAPMAN	2001	549.50969927
2004650	20	Kansas	CHASE-RAYMOND	2001	200.34322321
2004670	20	Kansas	CHENEY	2004	124.99764671
2004710	20	Kansas	CHEROKEE	2002	266.04589249
2004740	20	Kansas	CHERRYVALE	2002	49.436666888
2004740	20	Kansas	CHERRYVALE	2004	86.861891252
2004770	20	Kansas	CHETOPA-ST. PAUL	2002	127.37497201
2004790	20	Kansas	CHEYLIN	2001	684.15391538
2004800	20	Kansas	CIMARRON-ENSIGN	2001	538.48706519
2004830	20	Kansas	NORTH JACKSON	2002	212.45503454
2004860	20	Kansas	CLAFLIN	2001	164.78456194
2004890	20	Kansas	CLAY CENTER	2002	0.3918002709
2004890	20	Kansas	CLAY CENTER	2001	621.42324443
2004920	20	Kansas	CLEARWATER	2004	137.29223533
2004950	20	Kansas	CLIFTON-CLYDE	2001	253.05313422
2004980	20	Kansas	COFFEYVILLE	2004	132.61538509
2005010	20	Kansas	COLBY PUBLIC SCHOOLS	2001	467.43115335
2005040	20	Kansas	COMANCHE COUNTY	2001	858.38512997
2005070	20	Kansas	COLUMBUS	2002	368.75502898
2005100	20	Kansas	CONCORDIA	2001	331.30456782
2005130	20	Kansas	CONWAY SPRINGS	2004	158.44104258
2005190	20	Kansas	COPELAND	2001	199.8246876
2005250	20	Kansas	CHASE COUNTY	2001	776.93874142
2005280	20	Kansas	MORRIS COUNTY	2001	526.55742575
2005310	20	Kansas	PIKE VALLEY	2001	192.27935265
2005370	20	Kansas	CUNNINGHAM	2001	33.513806628
2005370	20	Kansas	CUNNINGHAM	2004	289.46434617
2005400	20	Kansas	DEERFIELD	2001	217.55733347
2005430	20	Kansas	MIDWAY SCHOOLS	2002	129.96209558
2005460	20	Kansas	DERBY	2004	49.986911136
2005490	20	Kansas	DE SOTO	2003	90.527594336
2005520	20	Kansas	DEXTER	2004	212.32073932
2005550	20	Kansas	DIGHTON	2001	618.07829264
2005580	20	Kansas	DODGE CITY	2001	429.40127792
2005610	20	Kansas	DOUGLASS PUBLIC SCHOOLS	2004	117.93860242
2005640	20	Kansas	EASTON	2002	119.04272761
2005700	20	Kansas	ATCHISON CO COMM SCHOOLS	2002	360.01237882
2005730	20	Kansas	EL DORADO	2004	118.79470754
2005760	20	Kansas	ELK VALLEY	2004	158.73504395
2005790	20	Kansas	ELKHART	2001	377.70328743
2005800	20	Kansas	ELL-SALINE	2001	236.41154129
2005820	20	Kansas	ELLINWOOD PUBLIC SCHOOLS	2001	153.13640604
2005850	20	Kansas	ELLIS	2001	282.77867156
2005870	20	Kansas	ELLSWORTH	2001	393.36918897
2005910	20	Kansas	ELWOOD	2002	6.866909422
2005940	20	Kansas	EMPORIA	2001	129.26702904
2006000	20	Kansas	ERIE	2002	328.00229654
2006060	20	Kansas	MISSION VALLEY	2002	63.410254797
2006060	20	Kansas	MISSION VALLEY	2001	288.07145632
2006090	20	Kansas	EUDORA	2002	4.7017248729
2006090	20	Kansas	EUDORA	2003	47.237565966
2006120	20	Kansas	EUREKA	2002	21.318520395
2006120	20	Kansas	EUREKA	2001	58.337690754
2006120	20	Kansas	EUREKA	2004	469.5859977
2006180	20	Kansas	FORT SCOTT	2002	294.97405818
2006210	20	Kansas	FOWLER	2001	270.75760544
2006240	20	Kansas	REMINGTON-WHITEWATER	2001	1.0232004936
2006240	20	Kansas	REMINGTON-WHITEWATER	2004	251.25499809
2006270	20	Kansas	FREDONIA	2004	113.13825315
2006270	20	Kansas	FREDONIA	2002	282.03081173
2006300	20	Kansas	FRONTENAC PUBLIC SCHOOLS	2002	36.708159652
2006330	20	Kansas	FT LEAVENWORTH	2002	10.36613799
2006360	20	Kansas	GALENA	2002	14.967775526
2006390	20	Kansas	GARDEN CITY	2001	931.1505312
2006420	20	Kansas	GARDNER EDGERTON	2002	7.0442253014
2006420	20	Kansas	GARDNER EDGERTON	2003	92.873390147
2006450	20	Kansas	GARNETT	2002	453.42057029
2006480	20	Kansas	GIRARD	2002	273.70758243
2006510	20	Kansas	SOUTHERN CLOUD	2001	272.59923096
2006540	20	Kansas	GODDARD	2004	64.343263366
2006570	20	Kansas	GOESSEL	2004	2.4980664003
2006570	20	Kansas	GOESSEL	2001	107.06218871
2006580	20	Kansas	GOODLAND	2001	908.57305246
2006630	20	Kansas	WHEATLAND	2001	435.25401585
2006660	20	Kansas	GREAT BEND	2001	196.76703406
2006690	20	Kansas	GREELEY COUNTY SCHOOLS	2001	778.45566891
2006720	20	Kansas	GREENSBURG	2001	241.61106963
2006780	20	Kansas	GRINNELL PUBLIC SCHOOLS	2001	264.40863857
2006840	20	Kansas	HALSTEAD	2004	139.73017867
2006870	20	Kansas	HAMILTON	2004	40.803363182
2006870	20	Kansas	HAMILTON	2001	170.83808805
2006900	20	Kansas	HANSTON	2001	249.13822883
2006930	20	Kansas	SOUTHERN LYON COUNTY	2002	23.258427452
2006930	20	Kansas	SOUTHERN LYON COUNTY	2001	269.77642329
2006960	20	Kansas	HAVEN PUBLIC SCHOOLS	2004	19.376140739
2006960	20	Kansas	HAVEN PUBLIC SCHOOLS	2001	272.57394783
2006990	20	Kansas	HAVILAND	2001	233.22918639
2007020	20	Kansas	HAYS	2001	379.43449777
2007050	20	Kansas	HAYSVILLE	2004	35.525208611
2007080	20	Kansas	HEALY PUBLIC SCHOOLS	2001	201.028087
2007110	20	Kansas	HERINGTON	2001	92.304109131
2007170	20	Kansas	HESSTON	2001	2.2544181672
2007170	20	Kansas	HESSTON	2004	58.097062998
2007230	20	Kansas	HIGHLAND	2002	94.482302235
2007260	20	Kansas	GRAHAM COUNTY	2001	729.96311605
2007290	20	Kansas	DURHAM-HILLSBORO-LEHIGH	2001	243.93336108
2007320	20	Kansas	HOISINGTON	2001	298.06389103
2007350	20	Kansas	HOLCOMB	2001	232.98195938
2007380	20	Kansas	HOLTON	2002	161.74691118
2007410	20	Kansas	LORRAINE	2001	413.54569674
2007440	20	Kansas	RURAL VISTA	2001	304.55756899
2007470	20	Kansas	SOUTH BROWN COUNTY	2002	156.96159712
2007500	20	Kansas	WEST ELK	2004	536.45088742
2007530	20	Kansas	HOXIE COMMUNITY SCHOOLS	2001	716.81181187
2007560	20	Kansas	HUGOTON PUBLIC SCHOOLS	2001	566.97393
2007590	20	Kansas	HUMBOLDT	2002	132.46902573
2007620	20	Kansas	HUTCHINSON PUBLIC SCHOOLS	2001	15.205483578
2007650	20	Kansas	INDEPENDENCE	2004	209.01514177
2007680	20	Kansas	INGALLS	2001	270.10391206
2007710	20	Kansas	INMAN	2001	142.8558503
2007740	20	Kansas	IOLA	2002	138.27737542
2007750	20	Kansas	JAYHAWK	2002	306.55061143
2007800	20	Kansas	JETMORE	2001	553.6492698
2007830	20	Kansas	JEWELL	2001	231.9730659
2007860	20	Kansas	STANTON COUNTY	2001	687.74749381
2007890	20	Kansas	GEARY COUNTY SCHOOLS	2002	100.27117925
2007890	20	Kansas	GEARY COUNTY SCHOOLS	2001	189.86960364
2007950	20	Kansas	KANSAS CITY	2002	0.1863329097
2007950	20	Kansas	KANSAS CITY	2003	67.932184242
2007970	20	Kansas	KAW VALLEY	2001	28.393061667
2007970	20	Kansas	KAW VALLEY	2002	267.88190756
2008010	20	Kansas	WEST SMITH COUNTY	2001	228.82871928
2008040	20	Kansas	CREST	2002	175.61399319
2008070	20	Kansas	KINGMAN - NORWICH	2001	6.9085767965
2008070	20	Kansas	KINGMAN - NORWICH	2004	560.02346999
2008100	20	Kansas	KINSLEY-OFFERLE	2001	342.97658908
2008130	20	Kansas	SOUTH BARBER	2004	32.30610219
2008130	20	Kansas	SOUTH BARBER	2001	400.08117103
2008160	20	Kansas	EASTERN HEIGHTS	2001	254.92894523
2008190	20	Kansas	KISMET-PLAINS	2001	533.57099647
2008220	20	Kansas	LACROSSE	2001	485.50859541
2008250	20	Kansas	PRAIRIE VIEW	2002	308.86434107
2008280	20	Kansas	LAKIN	2001	652.12859558
2008310	20	Kansas	FAIRFIELD	2001	444.2231354
2008340	20	Kansas	LANSING	2002	49.986186809
2008370	20	Kansas	FT LARNED	2001	483.17269848
2008400	20	Kansas	LAWRENCE	2003	71.237740484
2008400	20	Kansas	LAWRENCE	2002	91.593696573
2008430	20	Kansas	LEAVENWORTH	2002	16.026639506
2008520	20	Kansas	WEST SOLOMON VALLEY SCH	2001	303.99793126
2008550	20	Kansas	BLUESTEM	2004	372.21948171
2008610	20	Kansas	LEOTI	2001	774.45380403
2008670	20	Kansas	LEROY-GRIDLEY	2001	14.07204821
2008670	20	Kansas	LEROY-GRIDLEY	2002	228.98376595
2008700	20	Kansas	LEWIS	2001	229.50607918
2008730	20	Kansas	LIBERAL	2001	203.04599712
2008790	20	Kansas	LINCOLN	2001	443.46819252
2008880	20	Kansas	LITTLE RIVER	2001	275.66392894
2008910	20	Kansas	LOGAN	2001	321.04355194
2008940	20	Kansas	CENTRE	2001	308.18199737
2008970	20	Kansas	LOUISBURG	2002	153.52053253
2009000	20	Kansas	LYNDON	2002	96.825972167
2009030	20	Kansas	LYONS	2001	116.07133315
2009060	20	Kansas	MACKSVILLE	2001	366.66351929
2009090	20	Kansas	MADISON-VIRGIL	2004	3.0317765951
2009090	20	Kansas	MADISON-VIRGIL	2002	14.720594072
2009090	20	Kansas	MADISON-VIRGIL	2001	231.42954137
2009140	20	Kansas	MAIZE	2004	43.416447103
2009180	20	Kansas	MANHATTAN-OGDEN	2001	23.294208699
2009180	20	Kansas	MANHATTAN-OGDEN	2002	146.96009209
2009240	20	Kansas	MARION-FLORENCE	2001	235.67999504
2009320	20	Kansas	ROYAL VALLEY	2002	159.03455692
2009360	20	Kansas	MCLOUTH	2002	90.154845119
2009390	20	Kansas	MCPHERSON	2001	156.21798904
2009420	20	Kansas	MEADE	2001	451.17700816
2009450	20	Kansas	BARBER COUNTY NORTH	2001	723.20738861
2009480	20	Kansas	MARAIS DES CYGNES VALLEY	2002	129.88976551
2009510	20	Kansas	JEFFERSON WEST	2002	72.755649061
2009570	20	Kansas	NORTH OTTAWA COUNTY	2001	416.19130706
2009600	20	Kansas	MINNEOLA	2001	297.288994
2009630	20	Kansas	MONTEZUMA	2001	201.31005974
2009660	20	Kansas	MARMATON VALLEY	2002	224.6226998
2009720	20	Kansas	MOSCOW PUBLIC SCHOOLS	2001	221.59228151
2009780	20	Kansas	MOUNDRIDGE	2004	37.441341813
2009780	20	Kansas	MOUNDRIDGE	2001	118.40908491
2009810	20	Kansas	MULLINVILLE	2001	217.72445278
2009840	20	Kansas	MULVANE	2004	81.788215235
2009850	20	Kansas	PARADISE	2001	436.2974952
2009900	20	Kansas	NEODESHA	2004	29.653059783
2009900	20	Kansas	NEODESHA	2002	84.933745253
2009930	20	Kansas	NESS CITY	2001	514.31671768
2009960	20	Kansas	NEWTON	2001	0.8568711515
2009960	20	Kansas	NEWTON	2004	129.72805627
2009990	20	Kansas	NICKERSON	2001	183.69327734
2010020	20	Kansas	NORTON COMMUNITY SCHOOLS	2001	373.72753773
2010050	20	Kansas	OAKLEY	2001	631.648881
2010080	20	Kansas	OBERLIN	2001	831.48785052
2010140	20	Kansas	OLATHE	2003	73.423076091
2010170	20	Kansas	ONAGA-HAVENSVILLE-WHEATON	2001	1.0196769251
2010170	20	Kansas	ONAGA-HAVENSVILLE-WHEATON	2002	255.02081322
2010230	20	Kansas	OSAGE CITY	2002	126.87160597
2010260	20	Kansas	OSAWATOMIE	2002	87.080023537
2010290	20	Kansas	OSBORNE COUNTY	2001	507.52783719
2010320	20	Kansas	OSKALOOSA PUBLIC SCHOOLS	2002	94.085430898
2010350	20	Kansas	OSWEGO	2002	42.922857172
2010410	20	Kansas	SANTA FE TRAIL	2002	200.00687339
2010440	20	Kansas	OXFORD	2004	133.9322993
2010470	20	Kansas	PALCO	2001	247.24954749
2010500	20	Kansas	PAOLA	2002	195.81575629
2010560	20	Kansas	PARSONS	2002	51.769061092
2010590	20	Kansas	PEABODY-BURNS	2004	59.322416552
2010590	20	Kansas	PEABODY-BURNS	2001	169.33582395
2010620	20	Kansas	PERRY PUBLIC SCHOOLS	2003	0.0584562554
2010620	20	Kansas	PERRY PUBLIC SCHOOLS	2002	144.93364332
2010650	20	Kansas	PHILLIPSBURG	2001	349.87725233
2010680	20	Kansas	PIPER-KANSAS CITY	2003	31.589277634
2010710	20	Kansas	PITTSBURG	2002	44.521366508
2010740	20	Kansas	PLAINVILLE	2001	274.90355361
2010770	20	Kansas	PLEASANTON	2002	89.528004763
2010800	20	Kansas	WEST FRANKLIN	2002	248.92548769
2010890	20	Kansas	PRATT	2001	268.77436922
2010920	20	Kansas	PRETTY PRAIRIE	2004	15.164975668
2010920	20	Kansas	PRETTY PRAIRIE	2001	183.60838583
2010950	20	Kansas	QUINTER PUBLIC SCHOOLS	2001	397.58938381
2010980	20	Kansas	BLUE VALLEY	2001	1.8842033245
2010980	20	Kansas	BLUE VALLEY	2002	295.90279762
2011040	20	Kansas	GOLDEN PLAINS	2001	242.09858192
2011080	20	Kansas	RENWICK	2001	22.647840067
2011080	20	Kansas	RENWICK	2004	176.55632304
2011100	20	Kansas	RILEY COUNTY	2001	1.7566668263
2011100	20	Kansas	RILEY COUNTY	2002	222.13255312
2011130	20	Kansas	RIVERTON	2002	62.048922234
2011190	20	Kansas	ROLLA	2001	352.02723024
2011220	20	Kansas	FLINTHILLS	2001	30.768535993
2011220	20	Kansas	FLINTHILLS	2004	346.44297116
2011250	20	Kansas	ROSE HILL PUBLIC SCHOOLS	2004	55.8504773
2011280	20	Kansas	PAWNEE HEIGHTS	2001	284.41665251
2011310	20	Kansas	RUSSELL COUNTY	2001	730.33966837
2011370	20	Kansas	SALINA	2001	93.072292227
2011400	20	Kansas	SATANTA	2001	260.99167911
2011430	20	Kansas	SKYLINE SCHOOLS	2001	411.9503573
2011490	20	Kansas	SEAMAN	2002	82.378857354
2011520	20	Kansas	CHAUTAUQUA CO COMMUNITY	2004	376.33097721
2011550	20	Kansas	SEDGWICK PUBLIC SCHOOLS	2004	40.5591829
2011580	20	Kansas	NEMAHA VALLEY SCHOOLS	2001	38.056095627
2011580	20	Kansas	NEMAHA VALLEY SCHOOLS	2002	77.141606061
2011610	20	Kansas	WALLACE COUNTY SCHOOLS	2001	679.82248026
2011640	20	Kansas	SHAWNEE MISSION PUB SCH	2003	74.763603152
2011700	20	Kansas	SILVER LAKE	2002	69.502419702
2011760	20	Kansas	SOLOMON	2001	178.89800802
2011790	20	Kansas	SOUTH HAVEN	2004	145.765163
2011820	20	Kansas	SPEARVILLE	2001	189.54684423
2011850	20	Kansas	SPRING HILL	2002	22.824993398
2011850	20	Kansas	SPRING HILL	2003	47.251569891
2011880	20	Kansas	ST FRANCIS COMM SCH	2001	640.34298306
2011910	20	Kansas	ST JOHN-HUDSON	2001	309.74747412
2011970	20	Kansas	STAFFORD	2001	233.05110796
2012000	20	Kansas	BLUE VALLEY	2002	0.7560533099
2012000	20	Kansas	BLUE VALLEY	2003	88.800204094
2012030	20	Kansas	STERLING	2001	156.82849033
2012060	20	Kansas	STOCKTON	2001	438.22285547
2012090	20	Kansas	SUBLETTE	2001	352.11244029
2012120	20	Kansas	SYLVAN GROVE	2001	320.3828122
2012150	20	Kansas	SYRACUSE	2001	996.50801201
2012180	20	Kansas	SHAWNEE HEIGHTS	2002	139.494427
2012210	20	Kansas	TONGANOXIE	2002	138.08450773
2012260	20	Kansas	TOPEKA PUBLIC SCHOOLS	2002	35.574295711
2012300	20	Kansas	CIRCLE	2004	178.46379134
2012330	20	Kansas	TROY PUBLIC SCHOOLS	2002	93.152643564
2012360	20	Kansas	TURNER-KANSAS CITY	2003	18.063871725
2012390	20	Kansas	UDALL	2004	110.7766592
2012420	20	Kansas	ULYSSES	2001	516.08325637
2012450	20	Kansas	UNIONTOWN	2002	309.38672843
2012510	20	Kansas	VALLEY CENTER PUB SCH	2004	83.537235308
2012540	20	Kansas	VALLEY FALLS	2002	112.72427131
2012600	20	Kansas	VICTORIA	2001	193.43392247
2012630	20	Kansas	WAKEENEY	2001	724.05189097
2012750	20	Kansas	WATHENA	2002	77.274815173
2012780	20	Kansas	VALLEY HEIGHTS	2002	2.8995771409
2012780	20	Kansas	VALLEY HEIGHTS	2001	212.99868339
2012810	20	Kansas	LEBO-WAVERLY	2001	0.1909587998
2012810	20	Kansas	LEBO-WAVERLY	2002	250.49323047
2012840	20	Kansas	WELLINGTON	2004	227.6096673
2012870	20	Kansas	WELLSVILLE	2003	1.065222696
2012870	20	Kansas	WELLSVILLE	2002	122.30295391
2012900	20	Kansas	WESKAN	2001	253.96744464
2012990	20	Kansas	WICHITA	2004	148.47110875
2013020	20	Kansas	JEFFERSON COUNTY NORTH	2002	117.58477375
2013050	20	Kansas	WINFIELD	2004	250.27046187
2013110	20	Kansas	WOODSON	2002	425.66321157
2093310	20	Kansas	SEDGWICK CO AREA EDUCATIONAL SERVS	N	-2
2100030	21	Kentucky	ADAIR CO	2101	405.06930495
2100070	21	Kentucky	ALLEN CO	2101	344.38727515
2100081	21	Kentucky	MUHLENBERG COUNTY	2101	467.1438304
2100090	21	Kentucky	ANCHORAGE IND	2103	2.9911188778
2100094	21	Kentucky	KENTUCKY SCHOOL FOR THE BLIND	N	-2
2100095	21	Kentucky	KENTUCKY SCHOOL FOR THE DEAF	N	-2
2100096	21	Kentucky	OVEC-EXCEPTIONAL CHILDREN SERVICES	N	-2
2100097	21	Kentucky	BADGETT REGIONAL COOPERATIVE FOR EDUCATIONAL ENHANCEMENT	N	-2
2100098	21	Kentucky	CAVELAND EDUCATIONAL SUPPORT CENTER	N	-2
2100099	21	Kentucky	OHIO VALLEY EDUCATIONAL COOPERATIVE	N	-2
2100100	21	Kentucky	BIG EAST EDUCATIONAL COOPERATIVE	N	-2
2100101	21	Kentucky	KENTUCKY EDUCATIONAL DEVELOPMENT CORPORATION	N	-2
2100102	21	Kentucky	WEST KENTUCKY EDUCATION COOPERATIVE	N	-2
2100103	21	Kentucky	JEFFERSON CO EXCEPTIONAL CHILD EDUCATION SERVICES	N	-2
2100104	21	Kentucky	KENTUCKY VALLEY EDUCATIONAL COOPERATIVE	N	-2
2100105	21	Kentucky	WILDERNESS TRAIL SPECIAL EDUCATION COOPERATIVE	N	-2
2100106	21	Kentucky	RIVER REGION COOPERATIVE	N	-2
2100107	21	Kentucky	UPPER CUMBERLAND SPECIAL EDUCATION COOPERATIVE	N	-2
2100108	21	Kentucky	GREEN RIVER REGIONAL EDUCATIONAL COOPERATIVE	N	-2
2100109	21	Kentucky	SOUTHEAST/SOUTH CENTRAL EDUCATIONAL COOPERATIVE	N	-2
2100110	21	Kentucky	CENTRAL KENTUCKY SPECIAL EDUCATION COOPERATIVE	N	-2
2100111	21	Kentucky	WEST KENTUCKY SPECIAL EDUCATION COOPERATIVE	N	-2
2100112	21	Kentucky	NORTHERN KY COOPERATIVE FOR EDUCATIONAL SERVICES	N	-2
2100113	21	Kentucky	CENTRAL KENTUCKY EDUCATION COOPERATIVE	N	-2
2100120	21	Kentucky	ANDERSON CO	2106	201.11604726
2100150	21	Kentucky	ASHLAND IND	2104	13.438077319
2100180	21	Kentucky	AUGUSTA IND	2104	9.0800841548
2100210	21	Kentucky	BALLARD CO	2101	246.84436762
2100240	21	Kentucky	BARBOURVILLE IND	2105	1.9857655711
2100270	21	Kentucky	BARDSTOWN IND	2102	14.088069134
2100300	21	Kentucky	BARREN CO	2102	464.71446779
2100330	21	Kentucky	BATH CO	2105	67.416499999
2100330	21	Kentucky	BATH CO	2104	211.31330763
2100360	21	Kentucky	BEECHWOOD IND	2104	2.6567026565
2100390	21	Kentucky	BELL CO	2105	350.29811953
2100420	21	Kentucky	BELLEVUE IND	2104	0.9189749142
2100480	21	Kentucky	BEREA IND	2106	3.8071651297
2100510	21	Kentucky	BOONE CO	2104	222.18374332
2100540	21	Kentucky	BOURBON CO	2106	287.70379091
2100570	21	Kentucky	BOWLING GREEN IND	2102	7.8271088515
2100620	21	Kentucky	BOYD CO	2104	143.44825613
2100630	21	Kentucky	BOYLE CO	2106	168.21693073
2100660	21	Kentucky	BRACKEN CO	2104	196.56143542
2100690	21	Kentucky	BREATHITT CO	2105	490.79225309
2100720	21	Kentucky	BRECKINRIDGE CO	2102	559.39921652
2100750	21	Kentucky	BULLITT CO	2102	241.77541093
2100780	21	Kentucky	BURGIN IND	2106	20.087101948
2100810	21	Kentucky	BUTLER CO	2101	426.13596897
2100840	21	Kentucky	CALDWELL CO	2101	344.85621516
2100870	21	Kentucky	CALLOWAY CO	2101	379.91147642
2100900	21	Kentucky	CAMPBELL CO	2104	137.17189192
2100930	21	Kentucky	CAMPBELLSVILLE IN	2102	6.0732200304
2100960	21	Kentucky	CARLISLE CO	2101	189.29271062
2100990	21	Kentucky	CARROLL COUNTY	2104	128.6426717
2101020	21	Kentucky	CARTER COUNTY	2104	409.45872259
2101050	21	Kentucky	CASEY COUNTY	2101	444.35553524
2101110	21	Kentucky	CAVERNA INDEPENDENT	2102	22.286929129
2101150	21	Kentucky	CHRISTIAN COUNTY	2101	696.45386079
2101200	21	Kentucky	CLARK COUNTY	2106	252.57921079
2101230	21	Kentucky	CLAY COUNTY	2105	469.0098734
2101260	21	Kentucky	CLINTON COUNTY	2101	197.31079874
2101290	21	Kentucky	CLOVERPORT INDEPENDENT	2102	7.6122078558
2101320	21	Kentucky	CORBIN INDEPENDENT	2105	19.224380962
2101350	21	Kentucky	COVINGTON INDEPENDENT	2104	6.4213525314
2101380	21	Kentucky	CRITTENDEN COUNTY	2101	359.85241206
2101410	21	Kentucky	CUMBERLAND COUNTY	2101	305.09081664
2101440	21	Kentucky	DANVILLE INDEPENDENT	2106	12.538808288
2101470	21	Kentucky	DAVIESS COUNTY	2102	449.91798031
2101500	21	Kentucky	DAWSON SPRINGS INDEPENDENT	2101	2.8429151023
2101530	21	Kentucky	DAYTON INDEPENDENT	2104	1.2870700559
2101590	21	Kentucky	EAST BERNSTADT INDEPENDENT	2105	5.1641208376
2101620	21	Kentucky	EDMONSON COUNTY	2102	302.68279892
2101650	21	Kentucky	ELIZABETHTOWN INDEPENDENT	2102	4.9597523232
2101680	21	Kentucky	ELLIOTT COUNTY	2104	234.29411102
2101710	21	Kentucky	EMINENCE INDEPENDENT	2104	14.402810361
2101740	21	Kentucky	ERLANGER-ELSMERE INDEPENDENT	2104	4.971522648
2101760	21	Kentucky	ESTILL COUNTY	2106	253.19394144
2101800	21	Kentucky	FAIRVIEW INDEPENDENT	2104	2.7657684128
2101860	21	Kentucky	FAYETTE COUNTY	2106	283.77026805
2101920	21	Kentucky	FLEMING COUNTY	2104	348.62218937
2101950	21	Kentucky	FLOYD COUNTY	2105	393.07504552
2101980	21	Kentucky	FRANKFORT INDEPENDENT	2106	2.0026274253
2102010	21	Kentucky	FRANKLIN COUNTY	2106	205.70277546
2102040	21	Kentucky	FORT THOMAS INDEPENDENT	2104	5.6675339809
2102070	21	Kentucky	FULTON INDEPENDENT	2101	6.2091144824
2102100	21	Kentucky	FULTON COUNTY	2101	181.89024621
2102130	21	Kentucky	GALLATIN COUNTY	2104	101.66838186
2102160	21	Kentucky	GARRARD COUNTY	2106	229.91328995
2102220	21	Kentucky	GLASGOW INDEPENDENT	2102	10.800127645
2102250	21	Kentucky	GRANT COUNTY	2104	245.8557059
2102280	21	Kentucky	GRAVES COUNTY	2101	546.25763324
2102300	21	Kentucky	GRAYSON COUNTY	2102	496.38761608
2102340	21	Kentucky	GREEN COUNTY	2102	285.95653416
2102400	21	Kentucky	GREENUP COUNTY	2104	326.26502555
2102460	21	Kentucky	HANCOCK COUNTY	2102	188.00216835
2102490	21	Kentucky	HARDIN COUNTY	2102	522.66474246
2102520	21	Kentucky	HARLAN INDEPENDENT	2105	5.5113000524
2102540	21	Kentucky	HARLAN COUNTY	2105	460.15286557
2102580	21	Kentucky	HARRISON COUNTY	2104	306.4614253
2102640	21	Kentucky	HART COUNTY	2102	402.07618143
2102670	21	Kentucky	HAZARD INDEPENDENT	2105	7.5147927326
2102710	21	Kentucky	HENDERSON COUNTY	2101	435.79869057
2102760	21	Kentucky	HENRY COUNTY	2104	271.82161153
2102790	21	Kentucky	HICKMAN COUNTY	2101	242.28343297
2102860	21	Kentucky	HOPKINS COUNTY	2101	539.51748541
2102910	21	Kentucky	JACKSON INDEPENDENT	2105	1.6296897901
2102940	21	Kentucky	JACKSON COUNTY	2105	345.36693992
2102990	21	Kentucky	JEFFERSON COUNTY	2102	18.101894681
2102990	21	Kentucky	JEFFERSON COUNTY	2103	360.25555138
2103000	21	Kentucky	JENKINS INDEPENDENT	2105	24.951697073
2103030	21	Kentucky	JESSAMINE COUNTY	2106	172.12675541
2103060	21	Kentucky	JOHNSON COUNTY	2105	255.88648673
2103090	21	Kentucky	KENTON COUNTY	2104	145.01541667
2103120	21	Kentucky	KNOTT COUNTY	2105	351.66011619
2103150	21	Kentucky	KNOX COUNTY	2105	383.7166956
